105.6,501.1,39.85,0,493.1,44.05,2,22.1,0.24,502.03,40.1,0,492.7,40.24,2,22.1,0
105.62,530.09,73.69,-99.59,511.23,0,0,36.74,0.27,531.01,73.94,-0.22,511.55,0,0,36.74,1
105.49,478.5,40.25,-100,0,43.8,26,7.17,0.14,479.42,40.5,-0.11,0,40.67,26,7.17,2
50.76,448.66,58.69,0,450.67,61.79,26,8.16,-54.59,449.58,58.94,0,451.13,58.91,26,8.16,3
160.07,448.39,58.69,0,451.78,61.24,26,8.16,54.72,449.31,58.93,0,450.91,58.9,26,8.16,4
9.98,441.67,58.55,-26.33,440.95,0,3,29.73,-95.37,442.59,58.82,-72.23,441.61,0,3,29.73,5
200.82,441.21,59.1,-174.85,442.82,0,4,29.73,95.46,442.13,59.34,72.31,441.27,0,4,29.73,6
-44.15,442.71,58.91,0,441.38,62.09,5,19.23,-149.5,443.63,59.18,-139.21,0,58.72,5,19.23,7
254.96,441.97,58.72,0,443.93,60.83,6,19.23,149.6,442.89,58.94,139.4,0,58.68,6,19.23,8
-93.96,436.41,59.58,46.82,0,62.49,7,37.88,-199.31,437.33,59.86,0,444.49,59.34,7,37.88,9
304.73,435.4,58.3,-247.27,0,60.67,8,37.88,199.38,436.32,58.52,0,443.66,58.75,8,37.88,10
-153.06,435.33,59.94,100.85,0,62.82,9,16.36,-258.42,436.26,60.24,-225.59,437.16,0,9,16.36,11
363.83,434.02,57.98,-301.34,0,60.33,10,16.36,258.48,434.94,58.19,225.29,435.2,0,10,16.36,12
104.91,304.85,59.74,-102.44,0,61.59,15,380.29,-0.44,305.77,59.99,-1.01,0,60.09,14,380.29,13
140.82,225.71,73.49,-139.06,0,74.94,15,13.51,-0.83,260.94,58.63,35.56,0,73.53,18,288.23,14
104.52,260.01,58.38,-65.87,0,74.93,19,288.23,-37.73,227.27,73.73,-37.64,0,73.53,14,13.51,15
140.65,133.25,71.34,0,206.18,71.39,18,102.52,35.51,196.13,49.6,0,206.13,74.03,20,164.29,16
67.36,195.85,49.34,0,206.04,71.39,21,164.29,-39.12,134.83,71.95,0,205.85,70.65,19,164.29,17
140.87,195.21,49.36,-139.26,206.32,0,14,164.29,35.47,226.63,73.73,35.69,204.41,0,16,13.51,18
67.62,226.35,73.47,-66.06,205.86,0,17,13.51,-38,196.77,49.6,-37.51,205.04,0,15,13.51,19
140.3,82.5,78.95,0,115.4,71.16,16,34.89,35.3,134.17,71.58,0,115.05,71.65,22,102.52,20
66.23,133.9,71.7,0,115.24,71.15,23,102.52,-39.75,84.08,79.65,0,115.71,72.11,17,34.89,21
139.92,43.92,50.18,0,36.3,71.65,20,164.29,34.95,83.42,79.19,0,35.96,71.65,24,34.89,22
65.6,83.16,79.39,0,36.14,71.65,25,34.89,-39.65,45.5,50.88,0,36.62,72.11,21,164.29,23
152.55,3.37,74.99,-141.72,36.53,0,22,104.98,34.56,44.84,50.42,34.58,35.75,0,-1,164.29,24
65.7,44.58,50.63,-65.73,36.05,0,-1,164.29,-53.3,5.17,75.53,-39.32,36.41,0,23,104.98,25
105.33,405,47.91,-101.83,330.28,0,13,461.97,-0.02,405,48.16,-0.54,330.69,0,13,461.97,26
105,0,0,0,0,0,-1,0,-105,0,0,0,0,0,25,0,27
205,0,0,0,0,0,24,0,-5,0,0,0,0,0,25,0,28
205,0,150,0,0,0,24,0,-5,0,150,0,0,0,25,0,29
105,0,150,0,0,0,24,0,-105,0,150,0,0,0,25,0,30
